{'CVE-2010-1637'},CVE-2010-1637 
{'CVE-2012-0911'},CVE-2012-0911
{'det-attack-pattern--2cd950a6-16c4-404a-aa01-044322395107'},det-attack-pattern--2cd950a6-16c4-404a-aa01-044322395107
{'CWE_1110'},CWE_1110
{'CWE_15'},CWE_15
{'course-of-action--addb3703-5a59-4461-9bcd-7e2b5d4e92a0'},course-of-action--addb3703-5a59-4461-9bcd-7e2b5d4e92a0
{'malware--92ec0cbd-2c30-44a2-b270-73f4ec949841'},malware--92ec0cbd-2c30-44a2-b270-73f4ec949841
{'CVE-2013-5726'},CVE-2013-5726
{'det-attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858'},det-attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858
{'CWE_404'},CWE_404
{'attack-pattern--e49920b0-6c54-40c1-9571-73723653205f'},attack-pattern--e49920b0-6c54-40c1-9571-73723653205f
{'CWE_61'},CWE_61
{'malware--5763217a-05b6-4edd-9bca-057e47b5e403'},malware--5763217a-05b6-4edd-9bca-057e47b5e403
{'CVE-2003-0899'},CVE-2003-0899
{'CVE-2000-0972'},CVE-2000-0972
{'det-attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c'},det-attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
{'M-CWE_58'},M-CWE_58
{'CVE-2010-5185'},CVE-2010-5185
{'det-2-CWE_916'},det-2-CWE_916
{'det-0-CWE_426'},det-0-CWE_426
{'det-attack-pattern--03259939-0b57-482f-8eb5-87c0e0d54334'},det-attack-pattern--03259939-0b57-482f-8eb5-87c0e0d54334
{'det-5-CWE_759'},det-5-CWE_759
{'attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade'},attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade
{'CVE-2001-0865'},CVE-2001-0865
{'CVE-2007-0886'},CVE-2007-0886
{'det-attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0'},det-attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0
{'attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6'},attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
{'CVE-2008-4390'},CVE-2008-4390
{'CVE-2000-0127'},CVE-2000-0127
{'attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd'},attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd
{'det-0-CWE_327'},det-0-CWE_327
{'CWE_468'},CWE_468
{'attack-pattern--5909f20f-3c39-4795-be06-ef1ea40d350b'},attack-pattern--5909f20f-3c39-4795-be06-ef1ea40d350b
{'CVE-2003-0412'},CVE-2003-0412
{'M-CWE_414'},M-CWE_414
{'CVE-2009-2346'},CVE-2009-2346
{'CVE-2010-4476'},CVE-2010-4476
{'CWE_823'},CWE_823
{'CWE_1096'},CWE_1096
{'CWE_836'},CWE_836
{'CWE_250'},CWE_250
{'CVE-2005-2496'},CVE-2005-2496
{'det-attack-pattern--fe926152-f431-4baf-956c-4ad3cb0bf23b'},det-attack-pattern--fe926152-f431-4baf-956c-4ad3cb0bf23b
{'malware--56d10a7f-bb42-4267-9b4c-63abb9c06010'},malware--56d10a7f-bb42-4267-9b4c-63abb9c06010
{'det-attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d'},det-attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d
{'intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481'},intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481
{'AP_580'},AP_580
{'CVE-2007-0897'},CVE-2007-0897
{'det-1-CWE_78'},det-1-CWE_78
{'CWE_58'},CWE_58
{'course-of-action--a1482e43-f3ff-4fbd-94de-ad1244738166'},course-of-action--a1482e43-f3ff-4fbd-94de-ad1244738166
{'CWE_103'},CWE_103
{'det-attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8'},det-attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
{'attack-pattern--9b52fca7-1a36-4da0-b62d-da5bd83b4d69'},attack-pattern--9b52fca7-1a36-4da0-b62d-da5bd83b4d69
{'det-attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298'},det-attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298
{'det-8-CWE_120'},det-8-CWE_120
{'intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8'},intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8
{'CWE_826'},CWE_826
{'det-attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736'},det-attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
{'det-attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c'},det-attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
{'CWE_535'},CWE_535
{'malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369'},malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369
{'AP_326'},AP_326
{'CVE-2000-0979'},CVE-2000-0979
{'CWE_107'},CWE_107
{'CWE_1054'},CWE_1054
{'det-0-CWE_34'},det-0-CWE_34
{'CWE_157'},CWE_157
{'det-attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597'},det-attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
{'CVE-2012-5819'},CVE-2012-5819
{'course-of-action--159b4ee4-8fa1-44a5-b095-2973f3c7e25e'},course-of-action--159b4ee4-8fa1-44a5-b095-2973f3c7e25e
{'attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c'},attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
{'det-attack-pattern--34f1d81d-fe88-4f97-bd3b-a3164536255d'},det-attack-pattern--34f1d81d-fe88-4f97-bd3b-a3164536255d
{'attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d'},attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d
{'det-attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf'},det-attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
{'CVE-2009-2408'},CVE-2009-2408
{'CWE_319'},CWE_319
{'CVE-2005-0891'},CVE-2005-0891
{'M-CWE_14'},M-CWE_14
{'course-of-action--ad7f983d-d5a8-4fce-a38c-b68eda61bf4e'},course-of-action--ad7f983d-d5a8-4fce-a38c-b68eda61bf4e
{'CWE_464'},CWE_464
{'CVE-2005-1636'},CVE-2005-1636
{'attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5'},attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5
{'det-1-CWE_759'},det-1-CWE_759
{'CVE-2000-0758'},CVE-2000-0758
{'CVE-2007-4639'},CVE-2007-4639
{'det-1-CWE_14'},det-1-CWE_14
{'CVE-2010-4168'},CVE-2010-4168
{'course-of-action--96150c35-466f-4f0a-97a9-ae87ee27f751'},course-of-action--96150c35-466f-4f0a-97a9-ae87ee27f751
{'CVE-2008-4302'},CVE-2008-4302
{'M-CWE_181'},M-CWE_181
{'det-3-CWE_561'},det-3-CWE_561
{'det-attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52'},det-attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52
{'AP_473'},AP_473
{'AP_122'},AP_122
{'CWE_401'},CWE_401
{'malware--0002'},malware--0002
{'CVE-2001-1500'},CVE-2001-1500
{'det-attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e'},det-attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e
{'course-of-action--429a5c0c-e132-45c0-a4aa-c1f736c92a1c'},course-of-action--429a5c0c-e132-45c0-a4aa-c1f736c92a1c
{'M-CWE_579'},M-CWE_579
{'CVE-2001-1564'},CVE-2001-1564
{'CVE-2003-0517'},CVE-2003-0517
{'CVE-2003-0465'},CVE-2003-0465
{'CWE_447'},CWE_447
{'CVE-2002-0970'},CVE-2002-0970
{'malware--e85cae1a-bce3-4ac4-b36b-b00acac0567b'},malware--e85cae1a-bce3-4ac4-b36b-b00acac0567b
{'CVE-2017-1000121'},CVE-2017-1000121
{'attack-pattern--f792d02f-813d-402b-86a5-ab98cb391d3b'},attack-pattern--f792d02f-813d-402b-86a5-ab98cb391d3b
{'CVE-2005-1604'},CVE-2005-1604
{'attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549'},attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549
{'CWE_713'},CWE_713
{'det-attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3'},det-attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3
{'CVE-2004-0761'},CVE-2004-0761
{'attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c'},attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c
{'M-CWE_160'},M-CWE_160
{'det-6-CWE_276'},det-6-CWE_276
{'CVE-2005-3847'},CVE-2005-3847
{'malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4'},malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4
{'attack-pattern--c63a348e-ffc2-486a-b9d9-d7f11ec54d99'},attack-pattern--c63a348e-ffc2-486a-b9d9-d7f11ec54d99
{'det-attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65'},det-attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
{'attack-pattern--04ee0cb7-dac3-4c6c-9387-4c6aa096f4cf'},attack-pattern--04ee0cb7-dac3-4c6c-9387-4c6aa096f4cf
{'tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d'},tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d
{'CVE-2004-1620'},CVE-2004-1620
{'AP_237'},AP_237
{'AP_610'},AP_610
{'course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317'},course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317
{'course-of-action--910482b1-6749-4934-abcb-3e34d58294fc'},course-of-action--910482b1-6749-4934-abcb-3e34d58294fc
{'malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8'},malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8
{'AP_43'},AP_43
{'CVE-2008-0081'},CVE-2008-0081
{'CVE-2009-2282'},CVE-2009-2282
{'malware--92b03a94-7147-4952-9d5a-b4d24da7487c'},malware--92b03a94-7147-4952-9d5a-b4d24da7487c
{'CVE-2005-0269'},CVE-2005-0269
{'det-0-CWE_285'},det-0-CWE_285
{'det-5-CWE_306'},det-5-CWE_306
{'CVE-2004-1058'},CVE-2004-1058
{'det-attack-pattern--804c042c-cfe6-449e-bc1a-ba0a998a70db'},det-attack-pattern--804c042c-cfe6-449e-bc1a-ba0a998a70db
{'course-of-action--7c39ebbf-244e-4d1c-b0ac-b282453ece43'},course-of-action--7c39ebbf-244e-4d1c-b0ac-b282453ece43
{'WannaCry_T1564_001'},WannaCry_T1564_001
{'det-attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9'},det-attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9
{'CVE-2002-0184'},CVE-2002-0184
{'CVE-2003-1026'},CVE-2003-1026
{'XML'},XML
{'CVE-2003-0356'},CVE-2003-0356
{'CVE-2001-0333'},CVE-2001-0333
{'M-CWE_412'},M-CWE_412
{'AP_617'},AP_617
{'intrusion-set--88489675-d216-4884-a98f-49a89fcc1643'},intrusion-set--88489675-d216-4884-a98f-49a89fcc1643
{'CVE-2005-2157'},CVE-2005-2157
{'CVE-2001-0908'},CVE-2001-0908
{'CWE_796'},CWE_796
{'CVE-2006-2057'},CVE-2006-2057
{'attack-pattern--5ad95aaa-49c1-4784-821d-2e83f47b079b'},attack-pattern--5ad95aaa-49c1-4784-821d-2e83f47b079b
{'CWE_392'},CWE_392
{'attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72'},attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72
{'AP_140'},AP_140
{'det-attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0'},det-attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0
{'intrusion-set--ebb73863-fa44-4617-b4cb-b9ed3414eb87'},intrusion-set--ebb73863-fa44-4617-b4cb-b9ed3414eb87
{'attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118'},attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118
{'CVE-1999-0035'},CVE-1999-0035
{'CWE_390'},CWE_390
{'CVE-2003-0740'},CVE-2003-0740
{'attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0'},attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0
{'malware--b143dfa4-e944-43ff-8429-bfffc308c517'},malware--b143dfa4-e944-43ff-8429-bfffc308c517
{'attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807'},attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807
{'CVE-2004-0956'},CVE-2004-0956
{'attack-pattern--52d40641-c480-4ad5-81a3-c80ccaddf82d'},attack-pattern--52d40641-c480-4ad5-81a3-c80ccaddf82d
{'M-CWE_332'},M-CWE_332
{'CWE_592'},CWE_592
{'AP_76'},AP_76
{'attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3'},attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3
{'det-0-CWE_732'},det-0-CWE_732
{'CVE-2014-0160'},CVE-2014-0160
{'course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9'},course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9
{'CVE-2004-1603'},CVE-2004-1603
{'CWE_942'},CWE_942
{'det-5-CWE_66'},det-5-CWE_66
{'attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a'},attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
{'det-4-CWE_863'},det-4-CWE_863
{'AP_18'},AP_18
{'CVE-2004-1428'},CVE-2004-1428
{'AP_108'},AP_108
{'CVE-2001-0854'},CVE-2001-0854
{'M-CWE_551'},M-CWE_551
{'attack-pattern--dd901512-6e37-4155-943b-453e3777b125'},attack-pattern--dd901512-6e37-4155-943b-453e3777b125
{'CVE-2007-4072'},CVE-2007-4072
{'malware--edf5aee2-9b1c-4252-8e64-25b12f14c8b3'},malware--edf5aee2-9b1c-4252-8e64-25b12f14c8b3
{'tool--d8d19e33-94fd-4aa3-b94a-08ee801a2153'},tool--d8d19e33-94fd-4aa3-b94a-08ee801a2153
{'det-9-CWE_327'},det-9-CWE_327
{'CVE-2001-0963'},CVE-2001-0963
{'CWE_1004'},CWE_1004
{'CWE_421'},CWE_421
{'malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498'},malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498
{'CWE_256'},CWE_256
{'CVE-2009-3597'},CVE-2009-3597
{'CWE_601'},CWE_601
{'course-of-action--787fb64d-c87b-4ee5-a341-0ef17ec4c15c'},course-of-action--787fb64d-c87b-4ee5-a341-0ef17ec4c15c
{'course-of-action--ac008435-af58-4f77-988a-c9b96c5920f5'},course-of-action--ac008435-af58-4f77-988a-c9b96c5920f5
{'course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46'},course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46
{'det-attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63'},det-attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
{'course-of-action--c61e2da1-f51f-424c-b152-dc930d4f2e70'},course-of-action--c61e2da1-f51f-424c-b152-dc930d4f2e70
{'malware--21c0b55b-5ff3-4654-a05e-e3fc1ee1ce1b'},malware--21c0b55b-5ff3-4654-a05e-e3fc1ee1ce1b
{'intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647'},intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647
{'CWE_289'},CWE_289
{'CWE_647'},CWE_647
{'M-CWE_352'},M-CWE_352
{'CWE_820'},CWE_820
{'CVE-2001-1488'},CVE-2001-1488
{'AP_187'},AP_187
{'CWE_670'},CWE_670
{'CWE_716'},CWE_716
{'det-attack-pattern--dd43c543-bb85-4a6f-aa6e-160d90d06a49'},det-attack-pattern--dd43c543-bb85-4a6f-aa6e-160d90d06a49
{'AP_659'},AP_659
{'AP_317'},AP_317
{'det-2-CWE_20'},det-2-CWE_20
{'CWE_511'},CWE_511
{'malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a'},malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a
{'AP_78'},AP_78
{'CWE_1062'},CWE_1062
{'CVE-2005-0144'},CVE-2005-0144
{'M-CWE_642'},M-CWE_642
{'CWE_566'},CWE_566
{'CWE_1068'},CWE_1068
{'AP_224'},AP_224
{'intrusion-set--7331c66a-5601-4d3f-acf6-ad9e3035eb40'},intrusion-set--7331c66a-5601-4d3f-acf6-ad9e3035eb40
{'attack-pattern--0c2d00da-7742-49e7-9928-4514e5075d32'},attack-pattern--0c2d00da-7742-49e7-9928-4514e5075d32
{'det-6-CWE_863'},det-6-CWE_863
{'malware--123bd7b3-675c-4b1a-8482-c55782b20e2b'},malware--123bd7b3-675c-4b1a-8482-c55782b20e2b
{'det-attack-pattern--dfefe2ed-4389-4318-8762-f0272b350a1b'},det-attack-pattern--dfefe2ed-4389-4318-8762-f0272b350a1b
{'attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88'},attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
{'det-AP_250'},det-AP_250
{'attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6'},attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6
{'M-CWE_425'},M-CWE_425
{'CWE_759'},CWE_759
{'CVE-2006-6870'},CVE-2006-6870
{'M-CWE_170'},M-CWE_170
{'CVE-2012-5824'},CVE-2012-5824
{'CVE-2011-2520'},CVE-2011-2520
{'course-of-action--ace4daee-f914-4707-be75-843f16da2edf'},course-of-action--ace4daee-f914-4707-be75-843f16da2edf
{'det-4-CWE_119'},det-4-CWE_119
{'attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0'},attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0
{'AP_26'},AP_26
{'AP_386'},AP_386
{'det-attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58'},det-attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
{'AP_623'},AP_623
{'CVE-2005-2298'},CVE-2005-2298
{'CWE_415'},CWE_415
{'CVE-2004-0594'},CVE-2004-0594
{'CWE_1093'},CWE_1093
{'det-0-CWE_22'},det-0-CWE_22
{'CVE-2005-0054'},CVE-2005-0054
{'CVE-2000-0542'},CVE-2000-0542
{'CVE-2005-0369'},CVE-2005-0369
{'det-attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720'},det-attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720
{'CWE_336'},CWE_336
{'CWE_310'},CWE_310
{'det-attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6'},det-attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6
{'CWE_1109'},CWE_1109
{'course-of-action--4b998a71-7b8f-4dcc-8f3f-277f2e740271'},course-of-action--4b998a71-7b8f-4dcc-8f3f-277f2e740271
{'CWE_423'},CWE_423
{'CVE-2009-3939'},CVE-2009-3939
{'CWE_271'},CWE_271
{'det-8-CWE_327'},det-8-CWE_327
{'det-attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1'},det-attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1
{'CVE-2003-0282'},CVE-2003-0282
{'attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b'},attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b
{'BlackEnergy_T1056_001'},BlackEnergy_T1056_001
{'det-1-CWE_327'},det-1-CWE_327
{'CWE_917'},CWE_917
{'CVE-2009-0231'},CVE-2009-0231
{'CWE_141'},CWE_141
{'det-5-CWE_59'},det-5-CWE_59
{'CVE-2006-7135'},CVE-2006-7135
{'det-attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103'},det-attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103
{'malware--3240cbe4-c550-443b-aa76-cc2a7058b870'},malware--3240cbe4-c550-443b-aa76-cc2a7058b870
{'M-CWE_681'},M-CWE_681
{'CVE-2002-1807'},CVE-2002-1807
{'attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9'},attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
{'AP_116'},AP_116
{'CVE-2010-0050'},CVE-2010-0050
{'attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc'},attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc
{'attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb'},attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb
{'CVE-2004-2213'},CVE-2004-2213
{'M-CWE_598'},M-CWE_598
{'AP_397'},AP_397
{'CWE_1118'},CWE_1118
{'CWE_1114'},CWE_1114
{'AP_531'},AP_531
{'CVE-2005-2160'},CVE-2005-2160
{'CVE-2008-0757'},CVE-2008-0757
{'CWE_179'},CWE_179
{'CVE-2006-1126'},CVE-2006-1126
{'M-CWE_95'},M-CWE_95
{'det-6-CWE_798'},det-6-CWE_798
{'det-attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549'},det-attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549
{'M-CWE_662'},M-CWE_662
{'CWE_674'},CWE_674
{'M-CWE_571'},M-CWE_571
{'malware--e3cedcfe-6515-4348-af65-7f2c4157bf0d'},malware--e3cedcfe-6515-4348-af65-7f2c4157bf0d
{'CVE-2006-6994'},CVE-2006-6994
{'det-attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b'},det-attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b
{'AP_143'},AP_143
{'AP_519'},AP_519
{'AP_447'},AP_447
{'CVE-2003-1015'},CVE-2003-1015
{'BlackEnergy_T1552_001'},BlackEnergy_T1552_001
{'AP_392'},AP_392
{'CVE-2001-1291'},CVE-2001-1291
{'CVE-2002-1713'},CVE-2002-1713
{'CVE-2004-1670'},CVE-2004-1670
{'malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd'},malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd
{'course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808'},course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808
{'attack-pattern--f2857333-11d4-45bf-b064-2c28d8525be5'},attack-pattern--f2857333-11d4-45bf-b064-2c28d8525be5
{'CVE-2009-2540'},CVE-2009-2540
{'CVE-2008-4109'},CVE-2008-4109
{'CVE-2006-5779'},CVE-2006-5779
{'course-of-action--25e53928-6f33-49b7-baee-8180578286f6'},course-of-action--25e53928-6f33-49b7-baee-8180578286f6
{'CVE-2005-3302'},CVE-2005-3302
{'M-CWE_144'},M-CWE_144
{'det-attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0'},det-attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0
{'CWE_1065'},CWE_1065
{'CVE-2012-4406'},CVE-2012-4406
{'AP_413'},AP_413
{'malware--099ecff2-41b8-436d-843c-038a9aa9aa69'},malware--099ecff2-41b8-436d-843c-038a9aa9aa69
{'AP_304'},AP_304
{'CVE-2004-2589'},CVE-2004-2589
{'malware--3d8e547d-9456-4f32-a895-dc86134e282f'},malware--3d8e547d-9456-4f32-a895-dc86134e282f
{'CWE_323'},CWE_323
{'M-CWE_618'},M-CWE_618
{'attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6'},attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6
{'attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada'},attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada
{'attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00'},attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00
{'det-0-CWE_506'},det-0-CWE_506
{'det-attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e'},det-attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
{'CVE-2007-6479'},CVE-2007-6479
{'CVE-2002-1563'},CVE-2002-1563
{'CVE-2002-0596'},CVE-2002-0596
{'AP_154'},AP_154
{'CVE-2001-1517'},CVE-2001-1517
{'CWE_171'},CWE_171
{'CVE-2000-0521'},CVE-2000-0521
{'CVE-2004-0270'},CVE-2004-0270
{'CVE-2006-4407'},CVE-2006-4407
{'CVE-2002-0325'},CVE-2002-0325
{'det-0-CWE_770'},det-0-CWE_770
{'det-attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517'},det-attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
{'attack-pattern--01df3350-ce05-4bdf-bdf8-0a919a66d4a8'},attack-pattern--01df3350-ce05-4bdf-bdf8-0a919a66d4a8
{'CVE-2002-1025'},CVE-2002-1025
{'CWE_909'},CWE_909
{'CWE_540'},CWE_540
{'attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b'},attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
{'det-6-CWE_561'},det-6-CWE_561
{'attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470'},attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470
{'CVE-2007-3365'},CVE-2007-3365
{'AP_607'},AP_607
{'course-of-action--a3e12b04-8598-4909-8855-2c97c1e7d549'},course-of-action--a3e12b04-8598-4909-8855-2c97c1e7d549
{'CWE_131'},CWE_131
{'det-0-CWE_129'},det-0-CWE_129
{'CWE_605'},CWE_605
{'M-CWE_307'},M-CWE_307
{'CVE-2009-1099'},CVE-2009-1099
{'CVE-2006-3791'},CVE-2006-3791
{'CVE-2004-0261'},CVE-2004-0261
{'attack-pattern--54456690-84de-4538-9101-643e26437e09'},attack-pattern--54456690-84de-4538-9101-643e26437e09
{'CWE_710'},CWE_710
{'malware--80a014ba-3fef-4768-990b-37d8bd10d7f4'},malware--80a014ba-3fef-4768-990b-37d8bd10d7f4
{'CVE-2007-2237'},CVE-2007-2237
{'attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e'},attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e
{'CWE_80'},CWE_80
{'M-CWE_468'},M-CWE_468
{'CVE-2004-1504'},CVE-2004-1504
{'attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6'},attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6
{'M-CWE_605'},M-CWE_605
{'M-CWE_580'},M-CWE_580
{'course-of-action--fe0aeb41-1a51-4152-8467-628256ea6adf'},course-of-action--fe0aeb41-1a51-4152-8467-628256ea6adf
{'CVE-2001-1186'},CVE-2001-1186
{'CVE-2008-3174'},CVE-2008-3174
{'attack-pattern--c4ad009b-6e13-4419-8d21-918a1652de02'},attack-pattern--c4ad009b-6e13-4419-8d21-918a1652de02
{'CVE-2015-1241'},CVE-2015-1241
{'malware--5967cc93-57c9-404a-8ffd-097edfa7bdfc'},malware--5967cc93-57c9-404a-8ffd-097edfa7bdfc
{'CWE_379'},CWE_379
{'malware--e48df773-7c95-4a4c-ba70-ea3d15900148'},malware--e48df773-7c95-4a4c-ba70-ea3d15900148
{'AP_444'},AP_444
{'det-attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619'},det-attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
